Country,No_Point_Helping,Air_Pollution_Industry,Global_Warming_Effect,Gender,Age,Marital_Status,Class,Political_Views,Location
RUS-Russia,5,1,,Male,73,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,19,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,43,Divorced,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,3,Male,66,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,1,1,Male,22,"Single,never married",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,2,Male,20,"Single,never married",Middle class,"Other,no specific","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,72,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,42,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,2,Male,23,"Single,never married",Upper middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,1,1,Male,61,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,43,Divorced,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,42,"Marr,liv as mar",Working class,Far right etc,"Urban,RP:total urb"
RUS-Russia,4,1,3,Male,54,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,2,1,,Male,60,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,1,2,4,Male,,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,,2,2,Male,34,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,3,5,Male,69,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,3,,Male,38,Divorced,Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,2,,Male,38,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,1,,Male,,"Single,never married",Working class,,"Urban,RP:total urb"
RUS-Russia,4,3,3,Male,38,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,2,3,Male,65,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,3,3,Male,64,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,1,3,,Male,,"Single,never married",Middle class,,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,74,"Marr,liv as mar",Lower class,"Left,center left","Urban,RP:total urb"
RUS-Russia,,1,,Male,21,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,38,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,31,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,,Male,34,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,5,4,4,Male,63,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,1,Male,52,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,1,1,Male,72,"Marr,liv as mar",Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,1,2,Male,26,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,3,2,Male,,"Single,never married",Lower middle class,,"Urban,RP:total urb"
RUS-Russia,4,1,,Male,69,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
RUS-Russia,4,2,2,Male,46,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,1,1,Male,,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,4,3,,Male,71,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,1,,Male,67,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,3,Male,20,"Single,never married",Lower middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,,2,2,Male,70,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,67,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,3,Male,54,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,1,Male,63,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,1,Male,49,"Marr,liv as mar",Working class,Far right etc,"Urban,RP:total urb"
RUS-Russia,5,2,2,Male,23,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
RUS-Russia,4,2,3,Male,64,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,1,Male,29,"Single,never married",,,"Urban,RP:total urb"
RUS-Russia,4,1,3,Male,67,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,3,Male,65,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,2,4,Male,50,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,3,,Male,68,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,1,1,1,Male,22,"Single,never married",Upper middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,,1,2,Male,65,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,2,Male,26,"Marr,liv as mar",Middle class,Far right etc,"Urban,RP:total urb"
RUS-Russia,3,3,2,Male,27,"Separated,but married",Upper middle class,Far right etc,"Urban,RP:total urb"
RUS-Russia,2,1,2,Male,57,"Single,never married",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,2,3,Male,22,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,2,,Male,54,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,4,2,,Male,68,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,3,,Male,49,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,3,3,Male,71,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,3,Male,67,Widowed,Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,3,Male,64,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,2,2,2,Male,19,"Single,never married",Middle class,,"Urban,RP:total urb"
RUS-Russia,4,1,4,Male,44,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,3,Male,,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,2,,Male,74,"Marr,liv as mar",Lower middle class,,"Urban,RP:total urb"
RUS-Russia,,1,3,Male,74,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,1,Male,61,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,1,1,Male,51,Divorced,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,2,3,Male,28,Divorced,Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,2,Male,17,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
RUS-Russia,5,2,3,Male,67,Divorced,,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,3,Male,25,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,2,,Male,61,"Marr,liv as mar",Lower class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,,2,3,Male,24,"Single,never married",Middle class,,"Urban,RP:total urb"
RUS-Russia,4,1,2,Male,43,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,1,Male,23,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,51,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,2,3,Male,21,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,1,2,Male,72,Widowed,Upper middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,3,Male,28,"Marr,liv as mar",Lower middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,2,2,Male,20,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,67,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,3,3,3,Male,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,2,,Male,36,Divorced,Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,,Male,72,Widowed,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,,Male,19,"Single,never married",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,70,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Male,26,"Single,never married",Lower middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Male,68,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Male,75,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,2,Male,77,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,2,Male,44,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,3,1,Male,74,"Marr,liv as mar",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,4,Male,89,Widowed,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,3,Male,83,Widowed,,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,,2,3,Male,69,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,5,3,4,Male,20,"Single,never married",,"Other,no specific","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Male,71,Widowed,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,4,3,Male,36,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Male,76,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,2,3,3,Male,76,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,2,3,Male,64,"Separated,but married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,3,Male,45,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Male,42,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Male,69,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,2,Male,41,"Single,never married",Upper middle class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Male,60,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,3,3,2,Male,44,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,2,4,4,Male,65,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Male,80,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,,Male,66,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,2,Male,71,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Male,56,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Male,75,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,1,Male,21,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,2,4,Male,70,Widowed,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,1,Male,66,"Marr,liv as mar",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Male,38,"Separated,but married",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,1,Male,77,Widowed,,,"Urban,RP:total urb"
NZ-New Zealand,2,3,,Male,87,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,20,"Single,never married",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Male,68,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,2,Male,54,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,70,Widowed,,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,2,3,Male,58,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Male,73,Widowed,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,2,3,Male,32,Divorced,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Male,77,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,3,2,3,Male,45,"Single,never married",Upper middle class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,4,4,2,Male,75,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Male,74,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Male,73,Divorced,Middle class,,"Urban,RP:total urb"
NZ-New Zealand,4,2,2,Male,23,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,3,3,3,Male,65,"Single,never married",Working class,,"Urban,RP:total urb"
NZ-New Zealand,2,,,Male,69,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,1,2,Male,64,"Single,never married",Lower class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,2,4,Male,72,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,3,Male,61,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Male,76,Widowed,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Male,48,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Male,70,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,3,3,3,Male,20,"Single,never married",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,3,Male,35,"Single,never married",Working class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,4,4,,Male,69,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,28,"Single,never married",Lower class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,2,2,Male,20,"Single,never married",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,,1,3,Male,63,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,3,3,Male,81,,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,2,4,Male,49,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,,Male,72,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,2,2,1,Male,22,"Single,never married",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,2,Male,86,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Male,72,,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Male,79,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,2,Male,70,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,58,Divorced,Working class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,68,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,4,4,Male,74,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,4,3,4,Male,76,"Marr,liv as mar",Lower middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,1,2,5,Male,46,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Male,73,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,2,2,Male,32,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,2,Male,34,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
NZ-New Zealand,5,3,3,Male,83,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Male,49,Divorced,Lower class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,67,"Marr,liv as mar",,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Male,69,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,4,Male,81,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,3,4,Male,20,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,3,Male,31,"Single,never married",Working class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Male,70,"Separated,but married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Male,22,"Single,never married",Upper middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,3,Male,21,"Single,never married",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,5,1,3,Male,54,"Separated,but married",,,"Urban,RP:total urb"
NZ-New Zealand,4,2,1,Male,72,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,4,Male,20,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,1,3,Male,19,"Single,never married",Lower middle class,"Other,no specific","Urban,RP:total urb"
NZ-New Zealand,2,3,2,Male,64,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,2,1,Male,75,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,3,Male,85,Widowed,Lower middle class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,1,2,2,Male,72,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,3,2,2,Male,79,Widowed,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,3,2,Male,54,"Separated,but married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Male,68,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Male,54,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
NZ-New Zealand,2,2,1,Male,59,"Marr,liv as mar",Lower class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Male,68,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Male,77,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,3,1,1,Male,65,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,,3,1,Male,71,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Male,70,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,5,1,1,Male,19,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,2,Male,57,"Marr,liv as mar",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,1,1,3,Male,56,"Marr,liv as mar",Lower class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,1,1,Male,41,"Single,never married",,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Male,53,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
CDN-Canada,1,,3,Male,75,Widowed,Working class,,"Urban,RP:total urb"
CDN-Canada,4,1,1,Male,60,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
CDN-Canada,1,1,1,Male,68,"Single,never married",Working class,,"Urban,RP:total urb"
CDN-Canada,4,1,1,Male,60,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
CDN-Canada,5,3,2,Male,81,"Marr,liv as mar",Upper middle class,,"Urban,RP:total urb"
CDN-Canada,4,1,1,Male,43,"Single,never married",,,"Urban,RP:total urb"
CDN-Canada,2,3,4,Male,58,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
